merchant_id,merchant_name,category,state,signup_date
MRC02270,Merchant_2270,Online_Bills,Kwara,2025-04-22
MRC02271,Merchant_2271,POS_Pharmacy,Kaduna,2024-07-26
MRC02272,Merchant_2272,POS_Pharmacy,Osun,2024-06-23
MRC02273,Merchant_2273,Transfer_P2P,Lagos,2024-09-12
MRC02274,Merchant_2274,POS_Pharmacy,Ogun,2024-05-28
MRC02275,Merchant_2275,POS_Fuel,Kano,2024-02-01
MRC02276,Merchant_2276,POS_Retail,Imo,2024-03-10
MRC02277,Merchant_2277,Online_Bills,Oyo,2024-05-26
MRC02278,Merchant_2278,POS_Supermarket,Kano,2024-01-04
MRC02279,Merchant_2279,Transfer_P2P,Lagos,2024-04-13
MRC02280,Merchant_2280,Transfer_Business,Delta,2024-09-10
MRC02281,Merchant_2281,Transfer_Business,Abuja,2024-02-02
MRC02282,Merchant_2282,POS_Retail,Lagos,2024-01-13
MRC02283,Merchant_2283,Online_Ecommerce,Lagos,2024-11-21
MRC02284,Merchant_2284,POS_Grocery,Benue,2024-06-21
MRC02285,Merchant_2285,POS_Supermarket,Abuja,2024-02-04
MRC02286,Merchant_2286,POS_Restaurant,Osun,2024-10-22
MRC02287,Merchant_2287,Online_Bills,Benue,2024-07-12
MRC02288,Merchant_2288,POS_Retail,Plateau,2024-03-14
MRC02289,Merchant_2289,POS_Fuel,Ekiti,2024-03-25
MRC02290,Merchant_2290,Online_Ecommerce,Bayelsa,2024-01-31
MRC02291,Merchant_2291,Transfer_P2P,Abuja,2024-11-20
MRC02292,Merchant_2292,POS_Fuel,Lagos,2024-05-08
MRC02293,Merchant_2293,POS_Restaurant,Delta,2024-05-26
MRC02294,Merchant_2294,POS_Pharmacy,Oyo,2025-01-21
MRC02295,Merchant_2295,POS_Supermarket,Lagos,2024-01-03
MRC02296,Merchant_2296,Online_Ecommerce,Kaduna,2024-01-13
MRC02297,Merchant_2297,POS_Grocery,Kano,2024-02-01
MRC02298,Merchant_2298,POS_Fuel,Osun,2024-01-06
MRC02299,Merchant_2299,Online_Gaming,Enugu,2024-07-12
MRC02300,Merchant_2300,POS_Grocery,Kano,2024-06-29
MRC02301,Merchant_2301,Online_Travel,Rivers,2024-02-12
MRC02302,Merchant_2302,POS_Retail,Oyo,2024-01-30
MRC02303,Merchant_2303,Transfer_Business,Benue,2024-01-29
MRC02304,Merchant_2304,Transfer_P2P,Lagos,2025-07-05
MRC02305,Merchant_2305,Online_Ecommerce,Rivers,2024-07-31
MRC02306,Merchant_2306,POS_Fuel,Delta,2024-06-07
MRC02307,Merchant_2307,Transfer_P2P,Rivers,2024-03-11
MRC02308,Merchant_2308,POS_Grocery,Abuja,2024-04-12
MRC02309,Merchant_2309,POS_Retail,Abuja,2024-01-17
MRC02310,Merchant_2310,Transfer_P2P,Lagos,2027-02-06
MRC02311,Merchant_2311,POS_Restaurant,Abuja,2024-09-10
MRC02312,Merchant_2312,POS_Retail,Ekiti,2024-06-23
MRC02313,Merchant_2313,Transfer_Business,Oyo,2024-06-08
MRC02314,Merchant_2314,Online_Ecommerce,Lagos,2024-05-06
MRC02315,Merchant_2315,Online_Bills,Rivers,2024-02-23
MRC02316,Merchant_2316,Online_Ecommerce,Lagos,2024-02-16
MRC02317,Merchant_2317,Transfer_Business,Bayelsa,2024-05-23
MRC02318,Merchant_2318,Online_Bills,Rivers,2024-01-14
MRC02319,Merchant_2319,POS_Supermarket,Abia,2024-01-14
MRC02320,Merchant_2320,Online_Ecommerce,Abuja,2024-05-28
MRC02321,Merchant_2321,POS_Grocery,Kwara,2025-03-30
MRC02322,Merchant_2322,POS_Fuel,Abuja,2025-03-18
MRC02323,Merchant_2323,Transfer_P2P,Lagos,2024-01-02
MRC02324,Merchant_2324,Transfer_P2P,Lagos,2024-01-21
MRC02325,Merchant_2325,Online_Ecommerce,Enugu,2024-06-06
MRC02326,Merchant_2326,Online_Bills,Abuja,2024-12-05
MRC02327,Merchant_2327,POS_Fuel,Rivers,2025-07-10
MRC02328,Merchant_2328,POS_Retail,Imo,2024-12-20
MRC02329,Merchant_2329,POS_Restaurant,Lagos,2024-07-22
MRC02330,Merchant_2330,POS_Grocery,Abuja,2024-02-10
MRC02331,Merchant_2331,POS_Pharmacy,Kwara,2024-01-14
MRC02332,Merchant_2332,POS_Fuel,Oyo,2024-01-09
MRC02333,Merchant_2333,Online_Ecommerce,Imo,2024-06-19
MRC02334,Merchant_2334,POS_Retail,Rivers,2024-01-07
MRC02335,Merchant_2335,POS_Fuel,Rivers,2024-08-29
MRC02336,Merchant_2336,POS_Pharmacy,Lagos,2024-08-12
MRC02337,Merchant_2337,Transfer_Business,Cross River,2024-01-15
MRC02338,Merchant_2338,POS_Restaurant,Bayelsa,2025-03-02
MRC02339,Merchant_2339,POS_Fuel,Abia,2024-05-12
MRC02340,Merchant_2340,Online_Travel,Rivers,2025-02-26
MRC02341,Merchant_2341,POS_Restaurant,Imo,2025-02-21
MRC02342,Merchant_2342,Online_Ecommerce,Rivers,2024-02-09
MRC02343,Merchant_2343,POS_Grocery,Oyo,2024-03-27
MRC02344,Merchant_2344,Transfer_P2P,Imo,2024-01-27
MRC02345,Merchant_2345,Online_Bills,Lagos,2024-09-25
MRC02346,Merchant_2346,POS_Fashion,Lagos,2024-05-06
MRC02347,Merchant_2347,POS_Restaurant,Abuja,2025-04-20
MRC02348,Merchant_2348,POS_Grocery,Anambra,2024-02-12
MRC02349,Merchant_2349,POS_Restaurant,Rivers,2024-07-28
MRC02350,Merchant_2350,Transfer_Business,Abuja,2026-03-26
MRC02351,Merchant_2351,POS_Electronics,Abia,2024-07-16
MRC02352,Merchant_2352,Online_Bills,Rivers,2024-01-13
MRC02353,Merchant_2353,POS_Grocery,Lagos,2024-06-08
MRC02354,Merchant_2354,Online_Travel,Enugu,2024-02-05
MRC02355,Merchant_2355,POS_Retail,Anambra,2024-01-06
MRC02356,Merchant_2356,POS_Grocery,Lagos,2024-03-14
MRC02357,Merchant_2357,POS_Fashion,Enugu,2024-02-25
MRC02358,Merchant_2358,Transfer_P2P,Lagos,2024-10-06
MRC02359,Merchant_2359,POS_Restaurant,Kano,2024-03-25
MRC02360,Merchant_2360,POS_Retail,Abuja,2024-08-25
MRC02361,Merchant_2361,POS_Fuel,Abuja,2024-01-03
MRC02362,Merchant_2362,POS_Retail,Oyo,2024-01-03
MRC02363,Merchant_2363,Transfer_P2P,Cross River,2024-01-06
MRC02364,Merchant_2364,POS_Retail,Ogun,2024-02-14
MRC02365,Merchant_2365,POS_Restaurant,Plateau,2024-03-25
MRC02366,Merchant_2366,Online_Bills,Delta,2024-06-17
MRC02367,Merchant_2367,Online_Bills,Lagos,2026-02-06
MRC02368,Merchant_2368,Transfer_P2P,Abuja,2024-03-19
MRC02369,Merchant_2369,POS_Grocery,Bayelsa,2024-01-11
MRC02370,Merchant_2370,POS_Retail,Delta,2024-02-09
MRC02371,Merchant_2371,POS_Retail,Abia,2025-02-14
MRC02372,Merchant_2372,POS_Retail,Lagos,2024-08-04
MRC02373,Merchant_2373,Online_Bills,Abuja,2024-10-08
MRC02374,Merchant_2374,POS_Retail,Abuja,2024-01-24
MRC02375,Merchant_2375,POS_Grocery,Abuja,2024-01-27
MRC02376,Merchant_2376,POS_Restaurant,Abuja,2024-01-22
MRC02377,Merchant_2377,Online_Gaming,Rivers,2024-12-16
MRC02378,Merchant_2378,Online_Bills,Delta,2024-02-12
MRC02379,Merchant_2379,Online_Bills,Abuja,2024-07-04
MRC02380,Merchant_2380,POS_Pharmacy,Lagos,2024-05-10
MRC02381,Merchant_2381,POS_Grocery,Kaduna,2024-05-21
MRC02382,Merchant_2382,Transfer_Business,Oyo,2024-02-09
MRC02383,Merchant_2383,Online_Gaming,Kano,2024-06-30
MRC02384,Merchant_2384,Online_Bills,Oyo,2024-01-08
MRC02385,Merchant_2385,Online_Travel,Bayelsa,2026-06-24
MRC02386,Merchant_2386,Online_Ecommerce,Kano,2024-01-05
MRC02387,Merchant_2387,POS_Electronics,Cross River,2024-01-10
MRC02388,Merchant_2388,POS_Fuel,Oyo,2024-03-11
MRC02389,Merchant_2389,POS_Fuel,Abuja,2024-11-16
MRC02390,Merchant_2390,POS_Grocery,Abuja,2024-02-23
MRC02391,Merchant_2391,POS_Restaurant,Kano,2024-04-24
MRC02392,Merchant_2392,POS_Restaurant,Kano,2024-01-04
MRC02393,Merchant_2393,Online_Ecommerce,Kaduna,2024-01-15
MRC02394,Merchant_2394,POS_Grocery,Lagos,2024-06-17
MRC02395,Merchant_2395,POS_Fashion,Delta,2024-02-08
MRC02396,Merchant_2396,POS_Grocery,Edo,2024-08-01
MRC02397,Merchant_2397,Online_Travel,Kaduna,2024-10-04
MRC02398,Merchant_2398,Transfer_P2P,Oyo,2024-12-07
MRC02399,Merchant_2399,POS_Retail,Abia,2024-01-26
MRC02400,Merchant_2400,POS_Retail,Rivers,2024-04-19
MRC02401,Merchant_2401,Transfer_P2P,Lagos,2025-06-13
MRC02402,Merchant_2402,Online_Ecommerce,Imo,2024-09-23
MRC02403,Merchant_2403,POS_Restaurant,Lagos,2024-01-23
MRC02404,Merchant_2404,Online_Bills,Ogun,2024-05-05
MRC02405,Merchant_2405,POS_Grocery,Lagos,2025-04-05
MRC02406,Merchant_2406,Online_Ecommerce,Lagos,2024-04-14
MRC02407,Merchant_2407,Online_Travel,Lagos,2024-11-22
MRC02408,Merchant_2408,POS_Grocery,Rivers,2024-05-03
MRC02409,Merchant_2409,POS_Grocery,Lagos,2024-01-21
MRC02410,Merchant_2410,Transfer_Payroll,Lagos,2024-01-29
MRC02411,Merchant_2411,Online_Ecommerce,Edo,2024-01-09
MRC02412,Merchant_2412,Transfer_Business,Edo,2024-02-09
MRC02413,Merchant_2413,POS_Electronics,Imo,2025-02-07
MRC02414,Merchant_2414,Transfer_P2P,Kwara,2024-07-08
MRC02415,Merchant_2415,POS_Pharmacy,Rivers,2024-08-29
MRC02416,Merchant_2416,Online_Bills,Osun,2024-06-23
MRC02417,Merchant_2417,Transfer_Business,Kano,2024-03-28
MRC02418,Merchant_2418,POS_Retail,Oyo,2024-02-14
MRC02419,Merchant_2419,Transfer_Payroll,Ogun,2025-04-12
MRC02420,Merchant_2420,Online_Travel,Lagos,2024-05-10
MRC02421,Merchant_2421,POS_Electronics,Anambra,2024-04-28
MRC02422,Merchant_2422,POS_Grocery,Rivers,2026-09-25
MRC02423,Merchant_2423,POS_Restaurant,Lagos,2024-03-28
MRC02424,Merchant_2424,POS_Retail,Lagos,2024-12-12
MRC02425,Merchant_2425,POS_Electronics,Lagos,2024-12-22
MRC02426,Merchant_2426,Online_Ecommerce,Bayelsa,2024-02-17
MRC02427,Merchant_2427,POS_Fuel,Abia,2024-01-18
MRC02428,Merchant_2428,Transfer_P2P,Abuja,2025-10-30
MRC02429,Merchant_2429,Online_Bills,Abuja,2024-04-09
MRC02430,Merchant_2430,Transfer_Business,Lagos,2024-01-01
MRC02431,Merchant_2431,Online_Bills,Imo,2024-05-04
MRC02432,Merchant_2432,POS_Grocery,Lagos,2024-06-22
MRC02433,Merchant_2433,POS_Electronics,Cross River,2024-09-26
MRC02434,Merchant_2434,POS_Restaurant,Delta,2025-05-30
MRC02435,Merchant_2435,Online_Ecommerce,Bayelsa,2025-03-20
MRC02436,Merchant_2436,Online_Bills,Kano,2025-05-21
MRC02437,Merchant_2437,POS_Supermarket,Kaduna,2024-01-06
MRC02438,Merchant_2438,Online_Ecommerce,Enugu,2024-08-11
MRC02439,Merchant_2439,Online_Ecommerce,Kwara,2024-02-16
MRC02440,Merchant_2440,Transfer_Business,Kwara,2024-02-07
MRC02441,Merchant_2441,Online_Bills,Enugu,2024-10-16
MRC02442,Merchant_2442,POS_Supermarket,Delta,2024-04-07
MRC02443,Merchant_2443,POS_Fashion,Cross River,2025-03-23
MRC02444,Merchant_2444,Transfer_P2P,Cross River,2024-01-08
MRC02445,Merchant_2445,Transfer_Business,Delta,2024-10-18
MRC02446,Merchant_2446,POS_Retail,Lagos,2024-01-27
MRC02447,Merchant_2447,POS_Grocery,Lagos,2024-02-04
MRC02448,Merchant_2448,POS_Grocery,Osun,2024-04-26
MRC02449,Merchant_2449,Online_Ecommerce,Lagos,2024-03-31
MRC02450,Merchant_2450,POS_Restaurant,Lagos,2024-04-29
MRC02451,Merchant_2451,POS_Fashion,Lagos,2025-05-21
MRC02452,Merchant_2452,Online_Bills,Enugu,2024-07-11
MRC02453,Merchant_2453,Transfer_Business,Kano,2024-03-02
MRC02454,Merchant_2454,POS_Retail,Abuja,2024-02-04
MRC02455,Merchant_2455,Online_Bills,Lagos,2024-04-08
MRC02456,Merchant_2456,Online_Travel,Edo,2024-04-18
MRC02457,Merchant_2457,Online_Ecommerce,Plateau,2024-06-14
MRC02458,Merchant_2458,Transfer_Business,Lagos,2024-02-25
MRC02459,Merchant_2459,POS_Restaurant,Lagos,2024-09-19
MRC02460,Merchant_2460,Online_Bills,Delta,2024-01-19
MRC02461,Merchant_2461,Online_Gaming,Anambra,2024-05-27
MRC02462,Merchant_2462,Transfer_P2P,Anambra,2024-06-24
MRC02463,Merchant_2463,POS_Fashion,Ogun,2024-02-11
MRC02464,Merchant_2464,POS_Fashion,Ekiti,2024-11-10
MRC02465,Merchant_2465,POS_Supermarket,Lagos,2024-06-21
MRC02466,Merchant_2466,POS_Fashion,Lagos,2024-07-05
MRC02467,Merchant_2467,POS_Retail,Enugu,2024-05-03
MRC02468,Merchant_2468,Online_Gaming,Imo,2025-03-08
MRC02469,Merchant_2469,POS_Retail,Enugu,2024-08-01
MRC02470,Merchant_2470,POS_Retail,Benue,2024-03-27
MRC02471,Merchant_2471,POS_Retail,Anambra,2024-02-19
MRC02472,Merchant_2472,Online_Ecommerce,Kaduna,2024-01-14
MRC02473,Merchant_2473,Transfer_Business,Lagos,2024-02-02
MRC02474,Merchant_2474,Online_Ecommerce,Lagos,2026-06-04
MRC02475,Merchant_2475,POS_Retail,Anambra,2024-04-03
MRC02476,Merchant_2476,Online_Bills,Lagos,2025-02-16
MRC02477,Merchant_2477,Online_Bills,Lagos,2024-02-03
MRC02478,Merchant_2478,POS_Grocery,Cross River,2024-04-09
MRC02479,Merchant_2479,POS_Fuel,Bayelsa,2025-08-04
MRC02480,Merchant_2480,POS_Restaurant,Lagos,2024-01-18
MRC02481,Merchant_2481,POS_Fuel,Anambra,2024-06-11
MRC02482,Merchant_2482,Online_Ecommerce,Lagos,2025-03-28
MRC02483,Merchant_2483,Transfer_Business,Abuja,2025-06-22
MRC02484,Merchant_2484,Online_Bills,Enugu,2024-12-02
MRC02485,Merchant_2485,Online_Ecommerce,Edo,2024-12-14
MRC02486,Merchant_2486,Online_Ecommerce,Lagos,2024-07-09
MRC02487,Merchant_2487,Online_Ecommerce,Abuja,2024-02-14
MRC02488,Merchant_2488,POS_Supermarket,Lagos,2024-08-24
MRC02489,Merchant_2489,POS_Fuel,Abia,2025-11-21
MRC02490,Merchant_2490,Online_Travel,Kaduna,2024-05-14
MRC02491,Merchant_2491,POS_Grocery,Rivers,2024-02-24
MRC02492,Merchant_2492,POS_Retail,Lagos,2024-06-02
MRC02493,Merchant_2493,Transfer_Payroll,Enugu,2024-07-30
MRC02494,Merchant_2494,POS_Grocery,Delta,2024-02-12
MRC02495,Merchant_2495,POS_Grocery,Imo,2024-08-16
MRC02496,Merchant_2496,Online_Ecommerce,Abuja,2024-06-08
MRC02497,Merchant_2497,Transfer_P2P,Abia,2024-06-19
MRC02498,Merchant_2498,POS_Fuel,Rivers,2024-03-06
MRC02499,Merchant_2499,POS_Retail,Abuja,2024-01-31
MRC02500,Merchant_2500,POS_Electronics,Abuja,2024-06-24
MRC02501,Merchant_2501,POS_Fashion,Oyo,2024-06-07
MRC02502,Merchant_2502,POS_Restaurant,Plateau,2024-03-15
MRC02503,Merchant_2503,POS_Pharmacy,Ogun,2024-03-04
MRC02504,Merchant_2504,POS_Grocery,Kano,2024-03-17
MRC02505,Merchant_2505,POS_Restaurant,Lagos,2024-05-01
MRC02506,Merchant_2506,Online_Bills,Lagos,2025-10-24
MRC02507,Merchant_2507,Online_Bills,Oyo,2024-09-16
MRC02508,Merchant_2508,POS_Grocery,Ogun,2024-12-09
MRC02509,Merchant_2509,POS_Electronics,Edo,2024-05-06
MRC02510,Merchant_2510,POS_Retail,Lagos,2024-05-14
MRC02511,Merchant_2511,Transfer_P2P,Lagos,2024-02-11
MRC02512,Merchant_2512,POS_Pharmacy,Rivers,2024-08-17
MRC02513,Merchant_2513,POS_Pharmacy,Cross River,2024-04-08
MRC02514,Merchant_2514,POS_Retail,Kano,2024-09-01
MRC02515,Merchant_2515,Transfer_P2P,Abuja,2024-04-04
MRC02516,Merchant_2516,POS_Electronics,Abuja,2024-01-21
MRC02517,Merchant_2517,Online_Ecommerce,Lagos,2024-02-04
MRC02518,Merchant_2518,Online_Bills,Oyo,2024-10-27
MRC02519,Merchant_2519,Online_Travel,Anambra,2024-02-23
MRC02520,Merchant_2520,POS_Retail,Benue,2024-02-25
MRC02521,Merchant_2521,POS_Electronics,Oyo,2025-04-22
MRC02522,Merchant_2522,Online_Ecommerce,Lagos,2024-07-11
MRC02523,Merchant_2523,POS_Retail,Kaduna,2024-01-22
MRC02524,Merchant_2524,POS_Fuel,Edo,2024-01-28
MRC02525,Merchant_2525,POS_Retail,Lagos,2024-02-27
MRC02526,Merchant_2526,POS_Retail,Osun,2024-06-11
MRC02527,Merchant_2527,POS_Grocery,Imo,2024-09-08
MRC02528,Merchant_2528,POS_Restaurant,Oyo,2024-02-27
MRC02529,Merchant_2529,Online_Gaming,Kano,2025-01-03
MRC02530,Merchant_2530,Transfer_P2P,Ogun,2024-01-21
MRC02531,Merchant_2531,Online_Bills,Kaduna,2024-02-11
MRC02532,Merchant_2532,Online_Bills,Lagos,2025-09-25
MRC02533,Merchant_2533,POS_Grocery,Lagos,2024-01-27
MRC02534,Merchant_2534,Online_Bills,Lagos,2025-01-29
MRC02535,Merchant_2535,POS_Retail,Edo,2024-08-07
MRC02536,Merchant_2536,POS_Fashion,Rivers,2024-01-14
MRC02537,Merchant_2537,Online_Bills,Kano,2024-04-28
MRC02538,Merchant_2538,POS_Retail,Edo,2024-05-11
MRC02539,Merchant_2539,Transfer_P2P,Abuja,2025-04-29
MRC02540,Merchant_2540,Transfer_Business,Ogun,2024-04-08
MRC02541,Merchant_2541,POS_Fuel,Rivers,2024-04-16
MRC02542,Merchant_2542,Online_Travel,Rivers,2024-01-22
MRC02543,Merchant_2543,POS_Grocery,Abuja,2024-07-02
MRC02544,Merchant_2544,Transfer_Business,Benue,2024-02-12
MRC02545,Merchant_2545,Online_Bills,Edo,2024-01-15
MRC02546,Merchant_2546,POS_Supermarket,Lagos,2026-11-06
MRC02547,Merchant_2547,POS_Fuel,Benue,2024-02-26
MRC02548,Merchant_2548,Transfer_P2P,Edo,2024-01-28
MRC02549,Merchant_2549,Online_Ecommerce,Lagos,2024-08-04
MRC02550,Merchant_2550,POS_Grocery,Lagos,2024-11-06
MRC02551,Merchant_2551,POS_Retail,Abuja,2024-01-12
MRC02552,Merchant_2552,POS_Retail,Enugu,2024-01-21
MRC02553,Merchant_2553,Online_Travel,Enugu,2024-01-18
MRC02554,Merchant_2554,Online_Bills,Abuja,2024-01-09
MRC02555,Merchant_2555,Online_Ecommerce,Rivers,2024-07-12
MRC02556,Merchant_2556,Transfer_Business,Lagos,2024-06-08
MRC02557,Merchant_2557,POS_Grocery,Lagos,2024-07-14
MRC02558,Merchant_2558,POS_Restaurant,Oyo,2024-05-06
MRC02559,Merchant_2559,POS_Restaurant,Abuja,2024-11-02
MRC02560,Merchant_2560,POS_Supermarket,Kano,2024-05-22
MRC02561,Merchant_2561,Transfer_P2P,Plateau,2025-03-27
MRC02562,Merchant_2562,Online_Ecommerce,Lagos,2024-04-29
MRC02563,Merchant_2563,Online_Travel,Lagos,2024-10-08
MRC02564,Merchant_2564,Transfer_P2P,Lagos,2024-04-04
MRC02565,Merchant_2565,POS_Fuel,Oyo,2024-04-12
MRC02566,Merchant_2566,POS_Restaurant,Kaduna,2024-12-06
MRC02567,Merchant_2567,Online_Ecommerce,Enugu,2024-01-21
MRC02568,Merchant_2568,POS_Electronics,Oyo,2024-05-29
MRC02569,Merchant_2569,POS_Retail,Abuja,2024-08-21
MRC02570,Merchant_2570,POS_Restaurant,Abuja,2024-09-06
MRC02571,Merchant_2571,POS_Fashion,Rivers,2024-06-10
MRC02572,Merchant_2572,POS_Retail,Enugu,2024-04-16
MRC02573,Merchant_2573,Transfer_Business,Lagos,2024-02-24
MRC02574,Merchant_2574,POS_Restaurant,Edo,2025-03-08
MRC02575,Merchant_2575,Transfer_Business,Kano,2024-03-24
MRC02576,Merchant_2576,Online_Ecommerce,Abuja,2024-10-15
MRC02577,Merchant_2577,POS_Retail,Oyo,2024-01-06
MRC02578,Merchant_2578,Transfer_P2P,Benue,2024-02-17
MRC02579,Merchant_2579,POS_Grocery,Lagos,2024-03-17
MRC02580,Merchant_2580,POS_Grocery,Lagos,2024-07-19
MRC02581,Merchant_2581,Transfer_Business,Rivers,2024-03-10
MRC02582,Merchant_2582,Transfer_P2P,Delta,2024-01-08
MRC02583,Merchant_2583,Transfer_P2P,Lagos,2024-02-04
MRC02584,Merchant_2584,Transfer_Business,Plateau,2024-02-23
MRC02585,Merchant_2585,POS_Grocery,Delta,2024-02-04
MRC02586,Merchant_2586,Transfer_Business,Ekiti,2024-02-11
MRC02587,Merchant_2587,Transfer_P2P,Abuja,2024-09-20
MRC02588,Merchant_2588,POS_Restaurant,Imo,2024-04-05
MRC02589,Merchant_2589,POS_Restaurant,Rivers,2024-04-03
MRC02590,Merchant_2590,POS_Fuel,Abuja,2025-09-03
MRC02591,Merchant_2591,POS_Fashion,Cross River,2024-04-16
MRC02592,Merchant_2592,POS_Grocery,Lagos,2025-04-17
MRC02593,Merchant_2593,Transfer_P2P,Plateau,2024-03-04
MRC02594,Merchant_2594,POS_Fuel,Oyo,2024-04-02
MRC02595,Merchant_2595,POS_Retail,Abia,2024-03-31
MRC02596,Merchant_2596,POS_Fashion,Kano,2024-05-22
MRC02597,Merchant_2597,POS_Fashion,Edo,2024-06-06
MRC02598,Merchant_2598,POS_Retail,Lagos,2024-02-21
MRC02599,Merchant_2599,POS_Pharmacy,Oyo,2024-10-11
MRC02600,Merchant_2600,Online_Bills,Ogun,2024-05-03
MRC02601,Merchant_2601,Online_Ecommerce,Anambra,2024-01-02
MRC02602,Merchant_2602,POS_Grocery,Lagos,2024-06-10
MRC02603,Merchant_2603,Transfer_Business,Rivers,2024-10-14
MRC02604,Merchant_2604,POS_Pharmacy,Rivers,2024-02-21
MRC02605,Merchant_2605,POS_Retail,Lagos,2024-01-07
MRC02606,Merchant_2606,Online_Ecommerce,Rivers,2024-10-23
MRC02607,Merchant_2607,Online_Ecommerce,Anambra,2025-11-04
MRC02608,Merchant_2608,Online_Ecommerce,Abuja,2024-01-15
MRC02609,Merchant_2609,Transfer_P2P,Rivers,2025-05-15
MRC02610,Merchant_2610,POS_Fuel,Benue,2024-03-21
MRC02611,Merchant_2611,Online_Bills,Lagos,2025-05-25
MRC02612,Merchant_2612,Online_Ecommerce,Enugu,2024-07-07
MRC02613,Merchant_2613,POS_Grocery,Ogun,2025-02-01
MRC02614,Merchant_2614,Transfer_Business,Edo,2024-10-04
MRC02615,Merchant_2615,Transfer_Business,Ogun,2024-01-06
MRC02616,Merchant_2616,POS_Restaurant,Ogun,2024-01-13
MRC02617,Merchant_2617,Online_Ecommerce,Lagos,2024-05-14
MRC02618,Merchant_2618,POS_Retail,Kano,2024-01-25
MRC02619,Merchant_2619,POS_Retail,Anambra,2024-04-21
MRC02620,Merchant_2620,POS_Fuel,Lagos,2025-07-10
MRC02621,Merchant_2621,POS_Retail,Lagos,2024-03-03
MRC02622,Merchant_2622,Transfer_Business,Imo,2024-04-30
MRC02623,Merchant_2623,Transfer_Payroll,Ogun,2024-03-28
MRC02624,Merchant_2624,POS_Retail,Rivers,2024-06-27
MRC02625,Merchant_2625,Online_Travel,Plateau,2024-02-08
MRC02626,Merchant_2626,POS_Retail,Edo,2024-02-24
MRC02627,Merchant_2627,POS_Grocery,Benue,2024-12-18
MRC02628,Merchant_2628,Transfer_Business,Cross River,2024-10-27
MRC02629,Merchant_2629,POS_Fashion,Oyo,2024-10-07
MRC02630,Merchant_2630,POS_Retail,Edo,2024-09-22
MRC02631,Merchant_2631,Online_Ecommerce,Delta,2024-04-20
MRC02632,Merchant_2632,POS_Retail,Imo,2024-08-22
MRC02633,Merchant_2633,Online_Ecommerce,Anambra,2024-03-29
MRC02634,Merchant_2634,POS_Fashion,Lagos,2024-01-20
MRC02635,Merchant_2635,POS_Pharmacy,Lagos,2024-03-30
MRC02636,Merchant_2636,POS_Grocery,Abuja,2024-02-01
MRC02637,Merchant_2637,Transfer_P2P,Imo,2024-03-30
MRC02638,Merchant_2638,POS_Fashion,Imo,2024-03-04
MRC02639,Merchant_2639,Online_Bills,Oyo,2024-06-13
MRC02640,Merchant_2640,POS_Retail,Enugu,2024-03-21
MRC02641,Merchant_2641,POS_Electronics,Imo,2024-08-08
MRC02642,Merchant_2642,POS_Fuel,Abuja,2024-05-09
MRC02643,Merchant_2643,POS_Retail,Lagos,2025-03-29
MRC02644,Merchant_2644,POS_Retail,Oyo,2024-01-18
MRC02645,Merchant_2645,Transfer_Business,Cross River,2024-07-28
MRC02646,Merchant_2646,Transfer_Business,Anambra,2024-07-19
MRC02647,Merchant_2647,POS_Fuel,Abuja,2025-06-25
MRC02648,Merchant_2648,POS_Grocery,Lagos,2024-03-24
MRC02649,Merchant_2649,POS_Pharmacy,Delta,2024-03-06
MRC02650,Merchant_2650,Online_Gaming,Kwara,2024-02-04
MRC02651,Merchant_2651,Transfer_P2P,Delta,2024-02-25
MRC02652,Merchant_2652,POS_Pharmacy,Rivers,2024-05-05
MRC02653,Merchant_2653,POS_Grocery,Lagos,2024-11-23
MRC02654,Merchant_2654,POS_Fuel,Cross River,2024-03-01
MRC02655,Merchant_2655,Online_Ecommerce,Abuja,2024-01-31
MRC02656,Merchant_2656,Online_Bills,Lagos,2024-02-27
MRC02657,Merchant_2657,POS_Retail,Imo,2024-01-20
MRC02658,Merchant_2658,Online_Ecommerce,Abia,2025-04-15
MRC02659,Merchant_2659,Online_Bills,Delta,2025-01-05
MRC02660,Merchant_2660,POS_Retail,Enugu,2024-03-07
MRC02661,Merchant_2661,POS_Retail,Abuja,2024-02-21
MRC02662,Merchant_2662,Online_Bills,Lagos,2025-02-28
MRC02663,Merchant_2663,POS_Grocery,Lagos,2024-01-01
MRC02664,Merchant_2664,POS_Electronics,Enugu,2024-06-14
MRC02665,Merchant_2665,Transfer_P2P,Lagos,2025-03-21
MRC02666,Merchant_2666,Online_Bills,Ekiti,2024-05-07
MRC02667,Merchant_2667,Online_Ecommerce,Lagos,2024-01-01
MRC02668,Merchant_2668,POS_Restaurant,Kano,2024-02-14
MRC02669,Merchant_2669,POS_Retail,Oyo,2025-04-05
MRC02670,Merchant_2670,POS_Pharmacy,Enugu,2024-01-04
MRC02671,Merchant_2671,Online_Bills,Abuja,2024-03-31
MRC02672,Merchant_2672,POS_Pharmacy,Ekiti,2024-10-07
MRC02673,Merchant_2673,POS_Grocery,Rivers,2024-11-23
MRC02674,Merchant_2674,POS_Restaurant,Kaduna,2024-04-26
MRC02675,Merchant_2675,Transfer_P2P,Delta,2024-02-17
MRC02676,Merchant_2676,Online_Bills,Lagos,2024-06-13
MRC02677,Merchant_2677,Online_Bills,Enugu,2024-02-25
MRC02678,Merchant_2678,Transfer_P2P,Kano,2024-02-23
MRC02679,Merchant_2679,Transfer_Payroll,Bayelsa,2024-10-23
